#,time(s),count A,count B,count C,count D
866,4.33,28,47,,
867,4.335,28,46,,
868,4.34,27,46,,
869,4.345,27,46,,
870,4.35,26,45,,
871,4.355,26,44,,
872,4.36,26,44,,
873,4.365,25,43,,
874,4.37,24,42,,
875,4.375,24,42,,
876,4.38,24,41,,
877,4.385,24,40,,
878,4.39,23,39,,
879,4.395,22,38,,
880,4.4,22,38,,
881,4.405,22,36,,
882,4.41,21,36,,
883,4.415,21,35,,
884,4.42,20,34,,
885,4.425,20,32,,
886,4.43,20,32,,
887,4.435,20,30,,
888,4.44,19,29,,
889,4.445,19,28,,
890,4.45,18,27,,
891,4.455,18,26,,
892,4.46,18,24,,
893,4.465,17,23,,
894,4.47,17,22,,
895,4.475,16,21,,
896,4.48,16,20,,
897,4.485,16,18,,
898,4.49,16,17,,
899,4.495,15,16,,
900,4.5,15,14,,
901,4.505,14,12,,
902,4.51,14,11,,
903,4.515,14,10,,
904,4.52,14,8,,
905,4.525,13,7,,
906,4.53,13,6,,
907,4.535,12,4,,
908,4.54,12,3,,
909,4.545,12,1,,
910,4.55,12,0,,
911,4.555,11,-2,,
912,4.56,11,-3,,
913,4.565,10,-4,,
914,4.57,10,-6,,
915,4.575,10,-7,,
916,4.58,10,-8,,
917,4.585,9,-10,,
918,4.59,9,-11,,
919,4.595,8,-12,,
920,4.6,8,-14,,
921,4.605,8,-16,,
922,4.61,7,-17,,
923,4.615,7,-18,,
924,4.62,6,-19,,
925,4.625,6,-21,,
926,4.63,6,-22,,
927,4.635,5,-23,,
928,4.64,5,-24,,
929,4.645,4,-26,,
930,4.65,4,-27,,
931,4.655,4,-28,,
932,4.66,3,-29,,
933,4.665,2,-30,,
934,4.67,2,-31,,
935,4.675,2,-32,,
936,4.68,1,-33,,
937,4.685,0,-34,,
938,4.69,0,-35,,
939,4.695,0,-36,,
940,4.7,-1,-37,,
941,4.705,-2,-38,,
942,4.71,-2,-39,,
943,4.715,-3,-40,,
944,4.72,-4,-40,,
945,4.725,-4,-41,,
946,4.73,-5,-42,,
947,4.735,-6,-43,,
948,4.74,-6,-44,,
949,4.745,-6,-44,,
950,4.75,-7,-45,,
951,4.755,-8,-45,,
